,Opportunity Name,Created Date,Close Date, Account Name, Account Type, Opp Value (EUR),Stage,Opportunity Owner,Country,Region,Segment,Lead Source,Type,Primary Campaign Source,Close Reason,Business Type,Deal Opened (Days)
49997,Opp 78930,2024-07-29,2024-08-10, Account 629, Top 3,96.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Automatically closed,Unknown,12
49998,Opp 78934,2024-06-24,2024-08-20, Account 621, Top 3,1.633,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Price,Unknown,57
49999,Opp 78935,2024-06-14,2024-08-20, Account 626, Top 3,486.0,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Price,Unknown,67
50000,Opp 78936,2024-07-01,2024-08-20, Account 616, Top 3,514.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Price,Unknown,50
50001,Opp 78937,2024-06-27,2024-08-20, Account 618, Top 3,484.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Service & Support,Unknown,54
50002,Opp 78938,2024-06-24,2024-08-20, Account 623, Top 3,426.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Service & Support,Unknown,57
50003,Opp 78939,2024-06-19,2024-08-20, Account 618, Top 3,668.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Service & Support,Unknown,62
50004,Opp 78940,2024-06-18,2024-08-20, Account 618, Top 3,211.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Service & Support,Unknown,63
50005,Opp 78941,2024-06-17,2024-08-20, Account 618, Top 3,112.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Service & Support,Unknown,64
50006,Opp 78942,2024-07-05,2024-08-20, Account 139, Top 3,368.0,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Price,Unknown,46
50007,Opp 78943,2024-07-04,2024-08-20, Account 139, Top 3,1.042,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Price,Unknown,47
50008,Opp 78944,2024-08-20,2024-08-22, Account 622, Top 1,1.922,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Price,Unknown,2
50009,Opp 78945,2024-08-19,2024-08-22, Account 611, Top 3,109.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Price,Unknown,3
50010,Opp 78947,2024-07-29,2024-08-23, Account 168, Top 3,140.0,Closed Won,Sales Specialist 71,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Brand Recognition / Supplier Reputation,Unknown,25
50011,Opp 78948,2024-07-19,2024-08-27, Account 613, Top 3,221.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Price,Unknown,39
50012,Opp 78951,2024-08-28,2024-09-03, Account 612, Small,17.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Price,Unknown,6
50013,Opp 78953,2024-08-30,2024-09-23, Account 616, Top 3,264.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Price,Unknown,24
50014,Opp 78955,2024-08-21,2024-10-07, Account 612, Small,986.0,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Brand Recognition / Supplier Reputation,Unknown,47
50015,Opp 78956,2024-08-19,2024-10-07, Account 612, Small,372.0,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Price,Unknown,49
50016,Opp 78957,2024-07-12,2024-10-08, Account 2480, Top 3,114.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Service & Support,Unknown,88
50017,Opp 78958,2024-07-24,2024-10-08, Account 618, Top 3,206.0,Closed Lost,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Project/Budget Cancelled/Out of Business,Unknown,76
50018,Opp 78959,2024-10-02,2024-10-10, Account 629, Top 3,24.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Price,Unknown,8
50019,Opp 78960,2024-09-24,2024-10-12, Account 619, Top 3,5.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Automatically closed,Unknown,18
50020,Opp 78962,2024-10-09,2024-10-16, Account 629, Top 3,45.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Price,Unknown,7
50021,Opp 78963,2024-05-07,2024-10-17, Account 168, Top 3,796.0,Closed Won,Sales Specialist 71,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Brand Recognition / Supplier Reputation,Unknown,163
50022,Opp 78964,2024-09-06,2024-10-19, Account 629, Top 3,37.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Automatically closed,Unknown,43
50023,Opp 78965,2024-10-03,2024-10-19, Account 139, Top 3,112.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Automatically closed,Unknown,16
50024,Opp 78966,2024-10-22,2024-10-22, Account 630, Small,123.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Price,Unknown,0
50025,Opp 78967,2024-07-18,2024-10-24, Account 616, Top 3,411.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Price,Unknown,98
50026,Opp 78969,2024-10-16,2024-10-26, Account 619, Top 3,60.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Automatically closed,Unknown,10
50027,Opp 78972,2024-10-14,2024-11-02, Account 619, Top 3,185.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Automatically closed,Unknown,19
50028,Opp 78973,2024-09-03,2024-11-06, Account 168, Top 3,474.0,Closed Won,Sales Specialist 71,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Brand Recognition / Supplier Reputation,Unknown,64
50029,Opp 78974,2024-10-02,2024-11-07, Account 620, Small,12.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Price,Unknown,36
50030,Opp 78975,2024-10-16,2024-11-09, Account 613, Top 3,23.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Automatically closed,Unknown,24
50031,Opp 78976,2024-10-22,2024-11-09, Account 619, Top 3,372.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Automatically closed,Unknown,18
50032,Opp 78979,2024-11-14,2024-11-19, Account 616, Top 3,122.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Price,Unknown,5
50033,Opp 78981,2024-10-24,2024-11-23, Account 619, Top 3,227.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Automatically closed,Unknown,30
50034,Opp 78982,2024-11-12,2024-11-23, Account 619, Top 3,227.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Automatically closed,Unknown,11
50035,Opp 78983,2024-11-14,2024-11-23, Account 622, Top 1,1.282,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Automatically closed,Unknown,9
50036,Opp 78985,2024-11-27,2024-11-27, Account 630, Small,113.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Price,Unknown,0
50037,Opp 78986,2024-11-21,2024-11-27, Account 611, Top 3,111.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Price,Unknown,6
50038,Opp 78994,2024-10-25,2024-12-02, Account 168, Top 3,141.0,Closed Won,Sales Specialist 71,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 153,Brand Recognition / Supplier Reputation,Unknown,38
50039,Opp 78995,2024-10-21,2024-12-02, Account 168, Top 3,43.0,Closed Won,Sales Specialist 71,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Brand Recognition / Supplier Reputation,Unknown,42
50040,Opp 78996,2024-10-16,2024-12-03, Account 613, Top 3,601.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Price,Unknown,48
50041,Opp 78997,2024-10-18,2024-12-07, Account 615, Top 2,0.0,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Automatically closed,Unknown,50
50042,Opp 79000,2024-12-12,2024-12-17, Account 612, Small,174.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Price,Unknown,5
50043,Opp 79001,2024-11-26,2024-12-19, Account 613, Top 3,171.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Price,Unknown,23
50044,Opp 79005,2024-12-12,2024-12-28, Account 613, Top 3,171.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 153,Automatically closed,Unknown,16
50045,Opp 79006,2024-04-29,2024-07-05, Account 624, Top 3,1.139,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 154,Service & Support,Unknown,67
50046,Opp 79007,2024-03-21,2024-07-08, Account 2434, Top 3,263.0,Closed Lost,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,Existing Business,Campaing 154,Project/Budget Cancelled/Out of Business,Unknown,109
50047,Opp 79008,2024-05-31,2024-08-20, Account 613, Top 3,2.029,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 154,Price,Unknown,81
50048,Opp 79010,2024-06-25,2024-07-01, Account 611, Top 3,81.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 155,Price,Unknown,6
50049,Opp 79011,2024-06-18,2024-07-03, Account 139, Top 3,253.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 155,Price,Unknown,15
50050,Opp 79012,2024-07-08,2024-09-06, Account 619, Top 3,559.0,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 155,Features / Specification / Performance,Unknown,60
50051,Opp 79013,2024-04-15,2024-07-02, Account 614, Top 3,1.119,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Project/Budget Cancelled/Out of Business,Unknown,78
50052,Opp 79014,2024-03-28,2024-07-02, Account 614, Top 3,963.0,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Availability / Lead Time,Unknown,96
50053,Opp 79015,2024-06-14,2024-07-03, Account 614, Top 3,43.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Price,Unknown,19
50054,Opp 79016,2024-02-08,2024-07-04, Account 613, Top 3,8.546,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Price,Unknown,147
50055,Opp 79017,2024-01-22,2024-07-05, Account 2634, Small,6.483,Closed Lost,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Features / Specification / Performance,Unknown,165
50056,Opp 79018,2024-04-29,2024-07-05, Account 623, Top 3,163.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Service & Support,Unknown,67
50057,Opp 79019,2024-04-16,2024-07-08, Account 612, Small,918.0,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Project/Budget Cancelled/Out of Business,Unknown,83
50058,Opp 79020,2024-04-02,2024-07-09, Account 139, Top 3,787.0,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Price,Unknown,98
50059,Opp 79021,2024-07-02,2024-07-11, Account 612, Small,50.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Price,Unknown,9
50060,Opp 79022,2024-06-27,2024-07-13, Account 618, Top 3,141.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Automatically closed,Unknown,16
50061,Opp 79023,2024-06-28,2024-07-13, Account 625, Top 1,134.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Automatically closed,Unknown,15
50062,Opp 79024,2024-06-26,2024-07-22, Account 611, Top 3,74.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Price,Unknown,26
50063,Opp 79028,2024-06-13,2024-07-30, Account 624, Top 3,1.493,Closed Lost,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Project/Budget Cancelled/Out of Business,Unknown,47
50064,Opp 79029,2024-06-13,2024-07-30, Account 618, Top 3,41.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 157,Service & Support,Unknown,47
50065,Opp 79030,2024-06-17,2024-08-03, Account 618, Top 3,,Closed Lost,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Automatically closed,Unknown,47
50066,Opp 79031,2024-07-29,2024-08-07, Account 614, Top 3,70.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Price,Unknown,9
50067,Opp 79033,2024-06-14,2024-08-20, Account 613, Top 3,940.0,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 157,Price,Unknown,67
50068,Opp 79034,2024-06-21,2024-08-20, Account 2657, Top 3,1.464,Closed Lost,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Project/Budget Cancelled/Out of Business,Unknown,60
50069,Opp 79035,2024-06-18,2024-08-20, Account 624, Top 3,924.0,Closed Lost,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Project/Budget Cancelled/Out of Business,Unknown,63
50070,Opp 79036,2024-06-18,2024-08-20, Account 2634, Small,91.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Service & Support,Unknown,63
50071,Opp 79037,2024-06-17,2024-08-20, Account 623, Top 3,128.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Service & Support,Unknown,64
50072,Opp 79038,2024-04-29,2024-08-21, Account 630, Small,172.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Price,Unknown,114
50073,Opp 79039,2024-07-02,2024-08-22, Account 614, Top 3,5.558,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Price,Unknown,51
50074,Opp 79040,2024-05-08,2024-08-22, Account 168, Top 3,422.0,Closed Won,Sales Specialist 71,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 157,Brand Recognition / Supplier Reputation,Unknown,106
50075,Opp 79041,2024-08-14,2024-08-23, Account 168, Top 3,14.0,Closed Won,Sales Specialist 71,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Brand Recognition / Supplier Reputation,Unknown,9
50076,Opp 79042,2024-08-14,2024-08-23, Account 168, Top 3,14.0,Closed Won,Sales Specialist 71,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Brand Recognition / Supplier Reputation,Unknown,9
50077,Opp 79043,2024-07-30,2024-08-27, Account 613, Top 3,126.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Price,Unknown,28
50078,Opp 79044,2024-08-21,2024-08-28, Account 630, Small,55.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Price,Unknown,7
50079,Opp 79045,2024-08-26,2024-08-29, Account 611, Top 3,15.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Price,Unknown,3
50080,Opp 79046,2024-08-20,2024-08-31, Account 168, Top 3,192.0,Closed Won,Sales Specialist 71,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Automatically closed,Unknown,11
50081,Opp 79047,2024-08-21,2024-08-31, Account 630, Small,55.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Automatically closed,Unknown,10
50082,Opp 79049,2024-08-22,2024-09-06, Account 626, Top 3,89.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Price,Unknown,15
50083,Opp 79050,2024-07-29,2024-09-07, Account 2657, Top 3,1.018,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Automatically closed,Unknown,40
50084,Opp 79051,2024-05-10,2024-09-11, Account 4109, Top 3,646.0,Closed Lost,Sales Specialist 111,Country 5,Region 2,Segment 3,Unknown,Existing Business,Campaing 157,Project/Budget Cancelled/Out of Business,Unknown,124
50085,Opp 79052,2024-08-27,2024-09-12, Account 759, Top 3,49.0,Closed Won,Sales Specialist 71,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Brand Recognition / Supplier Reputation,Unknown,16
50086,Opp 79053,2024-08-26,2024-09-12, Account 759, Top 3,49.0,Closed Won,Sales Specialist 71,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Brand Recognition / Supplier Reputation,Unknown,17
50087,Opp 79054,2024-07-18,2024-09-27, Account 615, Top 2,535.0,Closed Won,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Price,Unknown,71
50088,Opp 79055,2024-05-08,2024-10-07, Account 705, Top 1,2.683,Closed Lost,Sales Specialist 115,Country 5,Region 2,Segment 3,Unknown,Existing Business,Campaing 157,Price,Unknown,152
50089,Opp 79056,2024-05-03,2024-10-08, Account 2671, Small,477.0,Closed Lost,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Project/Budget Cancelled/Out of Business,Unknown,158
50090,Opp 79057,2024-06-27,2024-10-08, Account 625, Top 1,109.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Service & Support,Unknown,103
50091,Opp 79058,2024-06-21,2024-10-08, Account 2657, Top 3,253.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Service & Support,Unknown,109
50092,Opp 79059,2024-08-12,2024-10-08, Account 618, Top 3,213.0,Closed Lost,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Project/Budget Cancelled/Out of Business,Unknown,57
50093,Opp 79060,2024-04-29,2024-10-08, Account 2657, Top 3,19.404,Closed Lost,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Price,Unknown,162
50094,Opp 79061,2024-08-02,2024-10-08, Account 623, Top 3,13.0,Closed Won,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 157,Service & Support,Unknown,67
